scans,query,obs.mass,GlycanMass,MonoisotopicY1mass,MonoisotopicPeptideMass,scan.time,precursorMZ,exact.mass,charge,peptideSequence,sequence,specificity,analysis,q.value,table2Sequence,n.sequence,title,modification
4938,208,2539.084096,1186,1555.74129022,1352.66191722,26.1475,635.7783,2539.074,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn4938.txt,0000000100000
6200,209,2523.094496,1170,1555.74129022,1352.66191722,30.6058333333333,631.7809,2523.079,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn6200.txt,0000000100000
5405,210,2847.196272,1494,1555.74129022,1352.66191722,28.09,950.0727,2847.185,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5405.txt,0000000100000
4788,211,2539.085696,1186,1555.74129022,1352.66191722,25.465,635.7787,2539.074,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn4788.txt,0000000100000
5305,213,2701.139296,1348,1555.74129022,1352.66191722,27.7318333333333,676.2921,2701.127,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5305.txt,0000000100000
7228,214,2523.090096,1170,1555.74129022,1352.66191722,33.696,631.7798,2523.079,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn7228.txt,0000000100000
5435,215,2701.133172,1348,1555.74129022,1352.66191722,28.183,901.385,2701.127,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5435.txt,0000000100000
5341,216,2539.086096,1186,1555.74129022,1352.66191722,27.8758333333333,635.7788,2539.074,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5341.txt,0000000100000
5511,219,2228.983296,876,1555.74129022,1352.66191722,28.4188333333333,558.2531,2228.984,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5511.txt,0000000100000
5376,222,2539.084572,1186,1555.74129022,1352.66191722,27.9921666666667,847.3688,2539.074,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5376.txt,0000000100000
5515,224,2685.139272,1332,1555.74129022,1352.66191722,28.434,896.0537,2685.132,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5515.txt,0000000100000
5560,228,2391.046572,1038,1555.74129022,1352.66191722,28.5935,798.0228,2391.037,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5560.txt,0000000100000
5566,229,2361.036896,1008,1555.74129022,1352.66191722,28.609,591.2665,2361.027,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5566.txt,0000000100000
5597,230,2685.151696,1332,1555.74129022,1352.66191722,28.6956666666667,672.2952,2685.132,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5597.txt,0000000100000
5608,234,1758.827772,406,1555.74129022,1352.66191722,28.7255,587.2832,1758.821,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5608.txt,0000000100000
5518,235,2418.054972,1065,1555.74129022,1352.66191722,28.447,807.0256,2418.048,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5518.txt,0000000100000
5406,237,2685.143172,1332,1555.74129022,1352.66191722,28.0926666666667,896.055,2685.132,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5406.txt,0000000100000
5815,238,2523.091296,1170,1555.74129022,1352.66191722,29.3616666666667,631.7801,2523.079,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5815.txt,0000000100000
5555,239,1555.747572,203,1555.74129022,1352.66191722,28.5765,519.5898,1555.741,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5555.txt,0000000100000
5562,240,2742.163572,1389,1555.74129022,1352.66191722,28.5986666666667,915.0618,2742.154,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5562.txt,0000000100000
5627,242,1555.748096,203,1555.74129022,1352.66191722,28.7785,389.9443,1555.741,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5627.txt,0000000100000
5635,243,2361.038172,1008,1555.74129022,1352.66191722,28.8005,788.02,2361.027,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5635.txt,0000000100000
6034,244,2569.083696,1216,1555.74129022,1352.66191722,30.049,643.2782,2569.085,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn6034.txt,0000000100000
5482,245,3091.300096,1738,1555.74129022,1352.66191722,28.3136666666667,773.8323,3091.291,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5482.txt,0000000100000
5254,246,2539.086496,1186,1555.74129022,1352.66191722,27.5225,635.7789,2539.074,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5254.txt,0000000100000
5416,248,2361.035172,1008,1555.74129022,1352.66191722,28.1236666666667,788.019,2361.027,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5416.txt,0000000100000
5425,249,2904.222896,1551,1555.74129022,1352.66191722,28.1543333333333,727.063,2904.207,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5425.txt,0000000100000
5497,250,2377.033696,1024,1555.74129022,1352.66191722,28.368,595.2657,2377.022,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5497.txt,0000000100000
5596,251,2594.130496,1241,1555.74129022,1352.66191722,28.693,649.5399,2594.117,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5596.txt,0000000100000
5803,252,2580.093296,1227,1555.74129022,1352.66191722,29.3268333333333,646.0306,2580.101,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5803.txt,0000000100000
5426,253,2228.997972,876,1555.74129022,1352.66191722,28.157,744.0066,2228.984,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5426.txt,0000000100000
5397,254,2523.090672,1170,1555.74129022,1352.66191722,28.0631666666667,842.0375,2523.079,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5397.txt,0000000100000
5539,257,2066.939472,714,1555.74129022,1352.66191722,28.5255,689.9871,2066.932,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5539.txt,0000000100000
5829,258,1758.828072,406,1555.74129022,1352.66191722,29.4101666666667,587.2833,1758.821,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5829.txt,0000000100000
5541,259,2904.216896,1551,1555.74129022,1352.66191722,28.5306666666667,727.0615,2904.207,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5541.txt,0000000100000
5436,260,2066.940072,714,1555.74129022,1352.66191722,28.1856666666667,689.9873,2066.932,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5436.txt,0000000100000
5522,261,2361.034872,1008,1555.74129022,1352.66191722,28.4631666666667,788.0189,2361.027,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5522.txt,0000000100000
5442,262,2726.173296,1373,1555.74129022,1352.66191722,28.206,682.5506,2726.159,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5442.txt,0000000100000
5599,264,2783.200096,1430,1555.74129022,1352.66191722,28.7008333333333,696.8073,2783.18,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5599.txt,0000000100000
5381,265,3237.361696,1884,1555.74129022,1352.66191722,28.012,810.3477,3237.349,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5381.txt,0000000100000
5598,266,2594.135472,1241,1555.74129022,1352.66191722,28.6981666666667,865.7191,2594.117,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5598.txt,0000000100000
5510,268,2244.987672,892,1555.74129022,1352.66191722,28.4151666666667,749.3365,2244.979,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5510.txt,0000000100000
5532,269,2228.991672,876,1555.74129022,1352.66191722,28.4986666666667,744.0045,2228.984,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5532.txt,0000000100000
5549,270,2726.172096,1373,1555.74129022,1352.66191722,28.5561666666667,682.5503,2726.159,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5549.txt,0000000100000
5561,271,2214.977772,862,1555.74129022,1352.66191722,28.596,739.3332,2214.969,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5561.txt,0000000100000
5367,272,3399.414896,2046,1555.74129022,1352.66191722,27.9626666666667,850.861,3399.402,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5367.txt,0000000100000
5438,273,2715.156672,1362,1555.74129022,1352.66191722,28.1908333333333,906.0595,2715.143,3,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5438.txt,0000000100000
5920,274,2569.080896,1216,1555.74129022,1352.66191722,29.7138333333333,643.2775,2569.085,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5920.txt,0000000100000
5392,277,3034.282496,1681,1555.74129022,1352.66191722,28.0466666666667,759.5779,3034.27,4,RTKCPSNSTRF,RTKCPSNSTRF,2,glycoMod,0,RTKCPSNSTRF,RTKCPSnSTRF,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn5392.txt,0000000100000
11430,281,2589.134472,1227,1564.76543901,1361.68606601,46.2755,864.0521,2589.125,3,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11430.txt,000010000000000
11448,284,2532.111072,1170,1564.76543901,1361.68606601,46.3295,845.0443,2532.103,3,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11448.txt,000010000000000
11613,285,2532.118872,1170,1564.76543901,1361.68606601,46.8128333333333,845.0469,2532.103,3,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11613.txt,000010000000000
10144,287,2548.111048,1186,1564.76543901,1361.68606601,42.4473333333333,1275.0628,2548.098,2,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10144.txt,000010000000000
11392,292,2589.137648,1227,1564.76543901,1361.68606601,46.1653333333333,1295.5761,2589.125,2,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11392.txt,000010000000000
9459,293,2589.140172,1227,1564.76543901,1361.68606601,40.4118333333333,864.054,2589.125,3,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9459.txt,000010000000000
10015,304,2386.063872,1024,1564.76543901,1361.68606601,42.1021666666667,796.3619,2386.046,3,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10015.txt,000010000000000
10386,305,2457.099072,1095,1564.76543901,1361.68606601,43.145,820.0403,2457.083,3,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10386.txt,000010000000000
10267,306,2548.113048,1186,1564.76543901,1361.68606601,42.7926666666667,1275.0638,2548.098,2,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10267.txt,000010000000000
9334,312,2589.138372,1227,1564.76543901,1361.68606601,40.0466666666667,864.0534,2589.125,3,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9334.txt,000010000000000
10582,314,2587.153572,1225,1564.76543901,1361.68606601,43.7801666666667,863.3918,2587.146,3,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10582.txt,000010000000000
11245,315,2548.107072,1186,1564.76543901,1361.68606601,45.7613333333333,850.3763,2548.098,3,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11245.txt,000010000000000
11399,316,2532.114848,1170,1564.76543901,1361.68606601,46.1831666666667,1267.0647,2532.103,2,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11399.txt,000010000000000
10132,318,2548.110972,1186,1564.76543901,1361.68606601,42.4018333333333,850.3776,2548.098,3,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10132.txt,000010000000000
11512,319,2532.116648,1170,1564.76543901,1361.68606601,46.524,1267.0656,2532.103,2,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11512.txt,000010000000000
11590,327,2386.052648,1024,1564.76543901,1361.68606601,46.748,1194.0336,2386.046,2,AGKNLTADEMVTL,AGKNLTADEMVTL,2,glycoMod,0,AGKNLTADEMVTL,AGKnLTADEMVTL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11590.txt,000010000000000
12894,337,2557.148048,1170,1589.79370267,1386.71432967,50.9986666666667,1279.5813,2557.131,2,TNIPAPTFNATQL,TNIPAPTFNATQL,2,glycoMod,0,TNIPAPTFNATQL,TNIPAPTFnATQL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12894.txt,000000000100000
12991,338,2557.147048,1170,1589.79370267,1386.71432967,51.3523333333333,1279.5808,2557.131,2,TNIPAPTFNATQL,TNIPAPTFNATQL,2,glycoMod,0,TNIPAPTFNATQL,TNIPAPTFnATQL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12991.txt,000000000100000
12893,339,2557.145472,1170,1589.79370267,1386.71432967,50.996,853.3891,2557.131,3,TNIPAPTFNATQL,TNIPAPTFNATQL,2,glycoMod,0,TNIPAPTFNATQL,TNIPAPTFnATQL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12893.txt,000000000100000
12987,342,2557.146072,1170,1589.79370267,1386.71432967,51.3351666666667,853.3893,2557.131,3,TNIPAPTFNATQL,TNIPAPTFNATQL,2,glycoMod,0,TNIPAPTFNATQL,TNIPAPTFnATQL,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12987.txt,000000000100000
11524,343,2563.137972,1170,1595.77911524,1392.69974224,46.5583333333333,855.3866,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11524.txt,0000000000010000
11539,344,2431.053648,1038,1595.77911524,1392.69974224,46.5998333333333,1216.5341,2431.075,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11539.txt,0000000000010000
11552,345,2431.052172,1038,1595.77911524,1392.69974224,46.6395,811.358,2431.075,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11552.txt,0000000000010000
10087,347,2238.995448,846,1595.77911524,1392.69974224,42.2916666666667,1120.505,2239.012,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10087.txt,0000000000010000
10254,348,2620.152972,1227,1595.77911524,1392.69974224,42.7563333333333,874.3916,2620.139,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10254.txt,0000000000010000
10256,349,2563.128248,1170,1595.77911524,1392.69974224,42.7628333333333,1282.5714,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10256.txt,0000000000010000
10327,350,2563.128672,1170,1595.77911524,1392.69974224,42.9716666666667,855.3835,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10327.txt,0000000000010000
10373,351,2563.128648,1170,1595.77911524,1392.69974224,43.104,1282.5716,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10373.txt,0000000000010000
10378,352,2401.054048,1008,1595.77911524,1392.69974224,43.1183333333333,1201.5343,2401.065,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10378.txt,0000000000010000
10442,353,2563.128072,1170,1595.77911524,1392.69974224,43.322,855.3833,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10442.txt,0000000000010000
10546,354,2563.132272,1170,1595.77911524,1392.69974224,43.6753333333333,855.3847,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10546.txt,0000000000010000
10654,355,2563.131448,1170,1595.77911524,1392.69974224,43.9861666666667,1282.573,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10654.txt,0000000000010000
10671,356,2563.129872,1170,1595.77911524,1392.69974224,44.04,855.3839,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10671.txt,0000000000010000
12112,357,2563.135872,1170,1595.77911524,1392.69974224,48.3323333333333,855.3859,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn12112.txt,0000000000010000
10782,358,2563.130448,1170,1595.77911524,1392.69974224,44.3498333333333,1282.5725,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10782.txt,0000000000010000
8293,362,2985.252972,1592,1595.77911524,1392.69974224,36.8656666666667,996.0916,2985.271,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8293.txt,0000000000010000
10916,368,2563.137972,1170,1595.77911524,1392.69974224,44.7716666666667,855.3866,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn10916.txt,0000000000010000
8830,370,2823.249072,1430,1595.77911524,1392.69974224,38.4681666666667,942.0903,2823.218,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8830.txt,0000000000010000
8989,371,2604.123072,1211,1595.77911524,1392.69974224,38.9798333333333,869.0483,2604.144,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn8989.txt,0000000000010000
11333,373,2563.117048,1170,1595.77911524,1392.69974224,46.0023333333333,1282.5658,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11333.txt,0000000000010000
11769,374,2563.130472,1170,1595.77911524,1392.69974224,47.2645,855.3841,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11769.txt,0000000000010000
11906,375,2563.130248,1170,1595.77911524,1392.69974224,47.68,1282.5724,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11906.txt,0000000000010000
11572,378,2563.132448,1170,1595.77911524,1392.69974224,46.6971666666667,1282.5735,2563.117,2,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn11572.txt,0000000000010000
9809,381,2563.131072,1170,1595.77911524,1392.69974224,41.537,855.3843,2563.117,3,AARDSAALAGNITY,AARDSAALAGNITY,2,glycoMod,0,AARDSAALAGNITY,AARDSAALAGnITY,ljz_20131022_MR_Chym1_ELUTE.mzML.binary.sn9809.txt,0000000000010000
