glycoform mass,?mass (ppm),structure,type,peptide mass [M],peptide sequence,theoretical glycopeptide mass,mod.,Links
876.322,4.135,(Hex)2 (HexNAc)2 (Deoxyhexose)1,-,1783.811,n.a.,2660.133,,UniCarbKB
1200.428,0,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1928.871,n.a.,3129.299,,UniCarbKB
1868.692,-4.153,(HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3129.312,,UniCarbKB
1216.423,-8.583,(Hex)2 + (Man)3(GlcNAc)2,high_man,1928.871,n.a.,3145.294,,UniCarbKB
1884.687,-12.717,(Hex)1 (HexNAc)2 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3145.307,,UniCarbKB
1227.439,5.471,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1879.869,n.a.,3107.308,,UniCarbKB
1743.608,-3.704,(Hex)4 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1764.894,n.a.,3508.502,,UniCarbKB
1095.397,-14.972,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1976.926,n.a.,3072.323,,UniCarbKB
1200.428,1.554,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1373.704,n.a.,2574.132,,UniCarbKB
1444.534,-0.603,(HexNAc)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1867.906,n.a.,3312.44,,UniCarbKB
1743.608,-3.704,(Hex)4 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1764.894,n.a.,3508.502,,UniCarbKB
1665.613,-4.1,(HexNAc)1 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2926.233,,UniCarbKB
1736.65,-10.675,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2997.27,,UniCarbKB
1362.481,-3.378,(Hex)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,high_man,1596.819,n.a.,2959.3,,UniCarbKB
1606.587,13.855,(Hex)1 (HexNAc)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1352.662,n.a.,2959.249,,UniCarbKB
1079.402,6.42,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,1879.869,n.a.,2959.271,,UniCarbKB
1216.423,-4.392,(Hex)2 + (Man)3(GlcNAc)2,high_man,1742.88,n.a.,2959.303,,UniCarbKB
862.307,-7.574,(Hex)2 (HexNAc)2 (Pent)1,-,2041.955,n.a.,2904.262,,UniCarbKB
1551.545,11.363,(Hex)2 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1352.662,n.a.,2904.207,,UniCarbKB
1430.518,0.344,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,2904.239,,UniCarbKB
1024.36,3.788,(Hex)3 (HexNAc)2 (Pent)1,-,1879.869,n.a.,2904.229,,UniCarbKB
1008.365,-7.539,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,2041.955,n.a.,3050.32,,UniCarbKB
1576.576,0,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3050.297,,UniCarbKB
1170.417,3.606,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,3050.286,,UniCarbKB
1298.476,-14.736,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1822.913,n.a.,3121.389,,UniCarbKB
1079.402,-4.484,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,2041.955,n.a.,3121.357,,UniCarbKB
1768.64,13.135,(Hex)2 (HexNAc)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1352.662,n.a.,3121.302,,UniCarbKB
1241.455,6.087,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1879.869,n.a.,3121.324,,UniCarbKB
1378.476,-4.164,(Hex)3 + (Man)3(GlcNAc)2,high_man,1742.88,n.a.,3121.356,,UniCarbKB
1736.65,-11.343,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2997.27,,UniCarbKB
1946.687,-0.524,(Hex)4 (HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,912.467,n.a.,2859.154,,UniCarbKB
1743.608,-4.546,(Hex)4 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1115.557,n.a.,2859.165,,UniCarbKB
1227.439,5.66,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,645.333,n.a.,1872.772,,UniCarbKB
1298.476,-14.736,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1822.913,n.a.,3121.389,,UniCarbKB
1079.402,-4.484,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,2041.955,n.a.,3121.357,,UniCarbKB
1768.64,13.135,(Hex)2 (HexNAc)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1352.662,n.a.,3121.302,,UniCarbKB
1241.455,6.087,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1879.869,n.a.,3121.324,,UniCarbKB
1378.476,-4.164,(Hex)3 + (Man)3(GlcNAc)2,high_man,1742.88,n.a.,3121.356,,UniCarbKB
1898.703,-10.761,(Hex)1 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3159.323,,UniCarbKB
1170.417,4.863,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2261.872,,UniCarbKB
1373.497,10.602,(HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2735.183,,UniCarbKB
1565.56,10.932,(Hex)2 (HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2927.246,,UniCarbKB
1540.528,12.298,(Hex)4 + (Man)3(GlcNAc)2,high_man,1386.714,n.a.,2927.242,,UniCarbKB
1184.433,-11.956,(Hex)3 (HexNAc)2 (Deoxyhexose)2,-,1742.88,n.a.,2927.313,,UniCarbKB
1170.417,4.923,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,637.307,n.a.,1807.724,,UniCarbKB
1008.365,-7.867,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,2041.955,n.a.,3050.32,,UniCarbKB
1576.576,-0.327,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3050.297,,UniCarbKB
1170.417,3.278,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,3050.286,,UniCarbKB
1403.507,1.569,(Hex)1 (HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1783.811,n.a.,3187.318,,UniCarbKB
1170.417,-12.762,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,2041.955,n.a.,3212.372,,UniCarbKB
1738.629,-5.914,(Hex)1 (HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3212.35,,UniCarbKB
1736.65,9.737,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1857.947,n.a.,3594.597,,UniCarbKB
1227.439,5.471,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1879.869,n.a.,3107.308,,UniCarbKB
1565.56,3.062,(Hex)2 (HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1373.704,n.a.,2939.264,,UniCarbKB
552.217,5.801,(HexNAc)2 (Deoxyhexose)1,-,637.307,n.a.,1189.524,,UniCarbKB
1736.65,-13.74,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,3129.35,,UniCarbKB
1200.428,2.556,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1928.871,n.a.,3129.299,,UniCarbKB
1868.692,-1.597,(HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3129.312,,UniCarbKB
1008.365,5.715,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2099.82,,UniCarbKB
1362.481,-2.027,(Hex)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,high_man,1596.819,n.a.,2959.3,,UniCarbKB
1079.402,7.772,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,1879.869,n.a.,2959.271,,UniCarbKB
1216.423,-3.04,(Hex)2 + (Man)3(GlcNAc)2,high_man,1742.88,n.a.,2959.303,,UniCarbKB
2060.755,-13.609,(Hex)2 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,3453.455,,UniCarbKB
2192.798,-2.895,(Hex)2 (HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3453.418,,UniCarbKB
1551.545,2.314,(Hex)2 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3025.266,,UniCarbKB
1241.455,2.314,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1783.811,n.a.,3025.266,,UniCarbKB
1170.417,6.19,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2261.872,,UniCarbKB
1898.703,-13.367,(Hex)1 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,3291.403,,UniCarbKB
1362.481,2.127,(Hex)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,high_man,1928.871,n.a.,3291.352,,UniCarbKB
1535.55,-1.034,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2897.236,,UniCarbKB
1419.502,0,(Hex)2 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1596.819,n.a.,3016.321,,UniCarbKB
860.327,-3.314,(Hex)1 (HexNAc)2 (Deoxyhexose)2,-,2156.004,n.a.,3016.331,,UniCarbKB
876.322,2.984,(Hex)2 (HexNAc)2 (Deoxyhexose)1,-,2139.99,n.a.,3016.312,,UniCarbKB
1665.613,11.225,(HexNAc)1 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,962.519,n.a.,2628.132,,UniCarbKB
1241.455,-3.043,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,2628.169,,UniCarbKB
1227.439,4.773,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,637.307,n.a.,1864.746,,UniCarbKB
1186.412,5.421,(Hex)4 (HexNAc)2 (Pent)1,-,1764.894,n.a.,2951.306,,UniCarbKB
1551.545,1.322,(Hex)2 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3025.266,,UniCarbKB
1241.455,1.322,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1783.811,n.a.,3025.266,,UniCarbKB
1519.555,-9.351,(HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2780.175,,UniCarbKB
1551.545,-1.229,(Hex)2 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1699.751,n.a.,3251.296,,UniCarbKB
1038.375,8.451,(Hex)3 (HexNAc)2 (Deoxyhexose)1,-,1091.455,n.a.,2129.83,,UniCarbKB
1095.397,-8.773,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1867.906,n.a.,2963.303,,UniCarbKB
1576.576,-4.386,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,2963.29,,UniCarbKB
2046.74,5.226,(Hex)2 (HexNAc)2 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,938.497,n.a.,2985.237,,UniCarbKB
1008.365,-12.728,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1976.926,n.a.,2985.291,,UniCarbKB
1535.55,8.036,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1699.751,n.a.,3235.301,,UniCarbKB
1170.417,5.747,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2261.872,,UniCarbKB
1298.476,-7.059,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,2691.176,,UniCarbKB
1752.645,5.425,(Hex)1 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,938.497,n.a.,2691.142,,UniCarbKB
714.27,-14.491,(Hex)1 (HexNAc)2 (Deoxyhexose)1,-,1976.926,n.a.,2691.196,,UniCarbKB
1430.518,7.06,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2691.138,,UniCarbKB
1460.529,-6.308,(Hex)1 (HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,2853.229,,UniCarbKB
1914.697,5.818,(Hex)2 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,938.497,n.a.,2853.194,,UniCarbKB
876.322,-12.967,(Hex)2 (HexNAc)2 (Deoxyhexose)1,-,1976.926,n.a.,2853.248,,UniCarbKB
1008.365,5.715,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2099.82,,UniCarbKB
1298.476,-5.944,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,2691.176,,UniCarbKB
1752.645,6.54,(Hex)1 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,938.497,n.a.,2691.142,,UniCarbKB
714.27,-13.376,(Hex)1 (HexNAc)2 (Deoxyhexose)1,-,1976.926,n.a.,2691.196,,UniCarbKB
1430.518,8.175,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2691.138,,UniCarbKB
1868.692,-12.645,(HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1847.942,n.a.,3716.634,,UniCarbKB
1576.576,5.65,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,2139.99,n.a.,3716.566,,UniCarbKB
1681.608,-3.492,(Hex)1 (HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,637.307,n.a.,2318.915,,UniCarbKB
1227.439,5.606,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1091.455,n.a.,2318.894,,UniCarbKB
700.254,8.965,(Hex)1 (HexNAc)2 (Pent)1,-,1976.926,n.a.,2677.18,,UniCarbKB
1864.634,3.339,(Hex)6 + (Man)3(GlcNAc)2,high_man,501.291,n.a.,2365.925,,UniCarbKB
1540.528,-3.507,(Hex)4 + (Man)3(GlcNAc)2,high_man,825.413,n.a.,2365.941,,UniCarbKB
1170.417,-7.47,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,2041.955,n.a.,3212.372,,UniCarbKB
1738.629,-0.622,(Hex)1 (HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3212.35,,UniCarbKB
1622.582,-3.228,(Hex)2 (HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1783.811,n.a.,3406.393,,UniCarbKB
1460.529,-4.006,(Hex)1 (HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1783.811,n.a.,3244.34,,UniCarbKB
1736.65,-14.699,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,3129.35,,UniCarbKB
1200.428,1.598,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1928.871,n.a.,3129.299,,UniCarbKB
1868.692,-2.555,(HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3129.312,,UniCarbKB
1008.365,6.191,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2099.82,,UniCarbKB
1337.449,-1.836,(Hex)7 (HexNAc)1,-,1928.871,n.a.,3266.32,,UniCarbKB
1227.439,-14.752,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1822.913,n.a.,3050.352,,UniCarbKB
1008.365,-4.261,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,2041.955,n.a.,3050.32,,UniCarbKB
1576.576,3.278,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3050.297,,UniCarbKB
1170.417,6.885,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,3050.286,,UniCarbKB
1889.666,-8.98,(Hex)4 (HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,938.497,n.a.,2828.163,,UniCarbKB
1736.65,11.668,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1091.455,n.a.,2828.105,,UniCarbKB
1129.391,-7.304,(Hex)4 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,2156.004,n.a.,3285.395,,UniCarbKB
1898.703,-14,(Hex)1 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,3285.417,,UniCarbKB
1298.476,-4.217,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1783.811,n.a.,3082.287,,UniCarbKB
1170.417,6.03,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,637.307,n.a.,1807.724,,UniCarbKB
203.079,5.355,(HexNAc)1,-,637.307,n.a.,840.386,,UniCarbKB
1216.423,-7.369,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1665.613,4.073,(HexNAc)1 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,912.467,n.a.,2578.08,,UniCarbKB
1752.645,12.296,(Hex)1 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,825.413,n.a.,2578.058,,UniCarbKB
1225.46,-12.411,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1200.428,1.171,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1361.686,n.a.,2562.114,,UniCarbKB
1216.423,-8.532,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1665.613,2.909,(HexNAc)1 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,912.467,n.a.,2578.08,,UniCarbKB
1752.645,11.132,(Hex)1 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,825.413,n.a.,2578.058,,UniCarbKB
1225.46,-13.575,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1216.423,-6.981,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1665.613,4.461,(HexNAc)1 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,912.467,n.a.,2578.08,,UniCarbKB
1752.645,12.684,(Hex)1 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,825.413,n.a.,2578.058,,UniCarbKB
1225.46,-12.023,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1519.555,-6.83,(HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1115.557,n.a.,2635.112,,UniCarbKB
1170.417,2.341,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1392.7,n.a.,2563.117,,UniCarbKB
1298.476,-5.514,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1783.811,n.a.,3082.287,,UniCarbKB
1743.608,11.542,(Hex)4 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1115.557,n.a.,2859.165,,UniCarbKB
1129.391,2.295,(Hex)4 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1484.663,n.a.,2614.054,,UniCarbKB
1008.365,0.952,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2099.82,,UniCarbKB
1519.555,12.534,(HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1352.662,n.a.,2872.217,,UniCarbKB
1129.391,-6.266,(Hex)4 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1742.88,n.a.,2872.271,,UniCarbKB
1024.36,6.644,(Hex)3 (HexNAc)2 (Pent)1,-,1383.722,n.a.,2408.082,,UniCarbKB
1257.449,-1.643,(Hex)1 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1783.811,n.a.,3041.26,,UniCarbKB
1216.423,-8.145,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1665.613,3.297,(HexNAc)1 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,912.467,n.a.,2578.08,,UniCarbKB
1752.645,11.52,(Hex)1 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,825.413,n.a.,2578.058,,UniCarbKB
1225.46,-13.187,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
730.264,-8.661,(Hex)2 (HexNAc)2,-,2156.004,n.a.,2886.268,,UniCarbKB
1499.502,9.355,(Hex)8 (HexNAc)1,-,1386.714,n.a.,2886.216,,UniCarbKB
1008.365,-9.544,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1610.805,n.a.,2619.17,,UniCarbKB
1257.449,3.818,(Hex)1 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2619.135,,UniCarbKB
1129.391,-13.362,(Hex)4 (HexNAc)1 (Deoxyhexose)1 (Pent)1,-,1489.789,n.a.,2619.18,,UniCarbKB
1430.518,10.615,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1489.789,n.a.,2920.307,,UniCarbKB
1200.428,2.732,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1361.686,n.a.,2562.114,,UniCarbKB
1216.423,-8.92,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1665.613,2.521,(HexNAc)1 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,912.467,n.a.,2578.08,,UniCarbKB
1752.645,10.744,(Hex)1 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,825.413,n.a.,2578.058,,UniCarbKB
1225.46,-13.963,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1216.423,-7.369,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1665.613,4.073,(HexNAc)1 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,912.467,n.a.,2578.08,,UniCarbKB
1752.645,12.296,(Hex)1 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,825.413,n.a.,2578.058,,UniCarbKB
1225.46,-12.411,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1170.417,3.817,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,637.307,n.a.,1807.724,,UniCarbKB
1184.433,-9.635,(Hex)3 (HexNAc)2 (Deoxyhexose)2,-,1928.871,n.a.,3113.304,,UniCarbKB
1606.587,11.872,(Hex)1 (HexNAc)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,962.519,n.a.,2569.106,,UniCarbKB
1095.397,7.006,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,2569.118,,UniCarbKB
1008.365,-7.539,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,2041.955,n.a.,3050.32,,UniCarbKB
1576.576,0,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3050.297,,UniCarbKB
1170.417,3.606,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,3050.286,,UniCarbKB
568.212,8.172,(Hex)1 (HexNAc)2,-,545.281,n.a.,1113.493,,UniCarbKB
1225.46,-2.679,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1386.714,n.a.,2612.174,,UniCarbKB
1752.645,-14.637,(Hex)1 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,1321.615,n.a.,3074.26,,UniCarbKB
1576.576,-11.256,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1976.926,n.a.,3553.502,,UniCarbKB
1227.439,-0.704,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1610.805,n.a.,2838.244,,UniCarbKB
1241.455,-11.274,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1596.819,n.a.,2838.274,,UniCarbKB
1095.397,-12.331,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1742.88,n.a.,2838.277,,UniCarbKB
203.079,7.036,(HexNAc)1,-,1928.871,n.a.,2131.95,,UniCarbKB
1241.455,-0.7,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1610.805,n.a.,2852.26,,UniCarbKB
1362.481,-4.206,(Hex)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,high_man,1489.789,n.a.,2852.27,,UniCarbKB
1227.439,5.013,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1764.894,n.a.,2992.333,,UniCarbKB
1095.397,7.342,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1764.894,n.a.,2860.291,,UniCarbKB
1170.417,5.792,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1764.894,n.a.,2935.311,,UniCarbKB
406.159,-10.017,(HexNAc)2,-,2289.062,n.a.,2695.221,,UniCarbKB
1170.417,5.451,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1764.894,n.a.,2935.311,,UniCarbKB
