glycoform mass,?mass (ppm),structure,type,peptide mass [M],peptide sequence,theoretical glycopeptide mass,mod.,Links
1298.476,-6.79,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2660.162,,UniCarbKB
1868.692,-4.077,(HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3129.312,,UniCarbKB
1884.687,-12.641,(Hex)1 (HexNAc)2 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3145.307,,UniCarbKB
1227.439,5.341,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1879.869,n.a.,3107.308,,UniCarbKB
1665.613,-4.018,(HexNAc)1 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2926.233,,UniCarbKB
1736.65,-10.596,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2997.27,,UniCarbKB
1606.587,13.883,(Hex)1 (HexNAc)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1352.662,n.a.,2959.249,,UniCarbKB
1079.402,6.284,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,1879.869,n.a.,2959.271,,UniCarbKB
1551.545,11.391,(Hex)2 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1352.662,n.a.,2904.207,,UniCarbKB
1430.518,0.273,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,2904.239,,UniCarbKB
1024.36,3.649,(Hex)3 (HexNAc)2 (Pent)1,-,1879.869,n.a.,2904.229,,UniCarbKB
1576.576,-0.067,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3050.297,,UniCarbKB
1170.417,3.474,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,3050.286,,UniCarbKB
1768.64,13.162,(Hex)2 (HexNAc)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1352.662,n.a.,3121.302,,UniCarbKB
1241.455,5.958,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1879.869,n.a.,3121.324,,UniCarbKB
1736.65,-11.263,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2997.27,,UniCarbKB
1768.64,13.162,(Hex)2 (HexNAc)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1352.662,n.a.,3121.302,,UniCarbKB
1241.455,5.958,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1879.869,n.a.,3121.324,,UniCarbKB
1576.576,1.871,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2678.179,,UniCarbKB
1898.703,-10.685,(Hex)1 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3159.323,,UniCarbKB
1170.417,4.714,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2261.872,,UniCarbKB
1373.497,10.578,(HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2735.183,,UniCarbKB
1540.528,12.185,(Hex)4 + (Man)3(GlcNAc)2,high_man,1386.714,n.a.,2927.242,,UniCarbKB
1549.565,10.938,(Hex)1 (HexNAc)1 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,1377.681,n.a.,2927.246,,UniCarbKB
1565.56,10.909,(Hex)2 (HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2927.246,,UniCarbKB
1576.576,-0.394,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3050.297,,UniCarbKB
1170.417,3.146,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,3050.286,,UniCarbKB
1864.634,14.074,(Hex)6 + (Man)3(GlcNAc)2,high_man,1347.652,n.a.,3212.286,,UniCarbKB
1738.629,-5.978,(Hex)1 (HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3212.35,,UniCarbKB
1227.439,5.341,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1879.869,n.a.,3107.308,,UniCarbKB
1736.65,-13.658,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,3129.35,,UniCarbKB
1868.692,-1.52,(HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3129.312,,UniCarbKB
1008.365,5.554,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2099.82,,UniCarbKB
1079.402,7.636,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,1879.869,n.a.,2959.271,,UniCarbKB
2060.755,-13.534,(Hex)2 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,3453.455,,UniCarbKB
2192.798,-2.825,(Hex)2 (HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3453.418,,UniCarbKB
1551.545,2.246,(Hex)2 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3025.266,,UniCarbKB
1170.417,6.04,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2261.872,,UniCarbKB
1898.703,-13.289,(Hex)1 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,3291.403,,UniCarbKB
1519.555,-1.028,(HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1377.681,n.a.,2897.236,,UniCarbKB
1549.565,5.595,(Hex)1 (HexNAc)1 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2897.217,,UniCarbKB
1535.55,-1.057,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2897.236,,UniCarbKB
1914.697,6.966,(Hex)2 (HexNAc)2 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,3016.3,,UniCarbKB
1241.455,-3.169,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,2628.169,,UniCarbKB
1551.545,1.254,(Hex)2 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3025.266,,UniCarbKB
1519.555,-9.265,(HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2780.175,,UniCarbKB
1576.576,7.472,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2678.179,,UniCarbKB
1038.375,8.293,(Hex)3 (HexNAc)2 (Deoxyhexose)1,-,1091.455,n.a.,2129.83,,UniCarbKB
1576.576,-4.497,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,2963.29,,UniCarbKB
1170.417,5.598,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2261.872,,UniCarbKB
1298.476,-6.963,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,2691.176,,UniCarbKB
1430.518,7.149,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2691.138,,UniCarbKB
1460.529,-6.217,(Hex)1 (HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,2853.229,,UniCarbKB
1008.365,5.554,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2099.82,,UniCarbKB
1298.476,-5.849,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,2691.176,,UniCarbKB
1430.518,8.264,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2691.138,,UniCarbKB
1227.439,5.46,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1091.455,n.a.,2318.894,,UniCarbKB
1738.629,-0.686,(Hex)1 (HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3212.35,,UniCarbKB
1736.65,-14.616,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,3129.35,,UniCarbKB
1868.692,-2.479,(HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,3129.312,,UniCarbKB
1008.365,6.03,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2099.82,,UniCarbKB
1868.692,-12.021,(HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1181.652,n.a.,3050.344,,UniCarbKB
1576.576,3.211,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3050.297,,UniCarbKB
1170.417,6.752,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,3050.286,,UniCarbKB
1736.65,11.549,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1091.455,n.a.,2828.105,,UniCarbKB
1898.703,-14.101,(Hex)1 (HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,3285.417,,UniCarbKB
1095.397,-3.597,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2443.049,,UniCarbKB
1200.428,-7.361,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1377.681,n.a.,2578.109,,UniCarbKB
1225.46,-12.379,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1216.423,-7.394,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1184.433,1.178,(Hex)3 (HexNAc)2 (Deoxyhexose)2,-,1377.681,n.a.,2562.114,,UniCarbKB
1460.529,-5.849,(Hex)1 (HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2562.132,,UniCarbKB
1200.428,1.145,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1361.686,n.a.,2562.114,,UniCarbKB
1200.428,-8.525,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1377.681,n.a.,2578.109,,UniCarbKB
1225.46,-13.543,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1216.423,-8.558,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1200.428,-6.974,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1377.681,n.a.,2578.109,,UniCarbKB
1225.46,-11.991,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1216.423,-7.007,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1257.449,-13.654,(Hex)1 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1377.681,n.a.,2635.13,,UniCarbKB
1095.397,-8.078,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1377.681,n.a.,2473.078,,UniCarbKB
1170.417,2.442,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1392.7,n.a.,2563.117,,UniCarbKB
1576.576,0.378,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2678.179,,UniCarbKB
1008.365,0.791,(Hex)2 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1091.455,n.a.,2099.82,,UniCarbKB
1519.555,12.563,(HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1352.662,n.a.,2872.217,,UniCarbKB
1200.428,-8.137,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1377.681,n.a.,2578.109,,UniCarbKB
1225.46,-13.155,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1216.423,-8.17,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1499.502,9.24,(Hex)8 (HexNAc)1,-,1386.714,n.a.,2886.216,,UniCarbKB
1784.634,2.083,(Hex)3 (HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2886.237,,UniCarbKB
1241.455,3.443,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1377.681,n.a.,2619.136,,UniCarbKB
1257.449,3.793,(Hex)1 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2619.135,,UniCarbKB
1184.433,2.74,(Hex)3 (HexNAc)2 (Deoxyhexose)2,-,1377.681,n.a.,2562.114,,UniCarbKB
1460.529,-4.288,(Hex)1 (HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2562.132,,UniCarbKB
1200.428,2.706,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1361.686,n.a.,2562.114,,UniCarbKB
1200.428,-8.913,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1377.681,n.a.,2578.109,,UniCarbKB
1225.46,-13.931,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1216.423,-8.946,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1200.428,-7.361,(Hex)4 (HexNAc)2 (Deoxyhexose)1,-,1377.681,n.a.,2578.109,,UniCarbKB
1225.46,-12.379,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1352.662,n.a.,2578.122,,UniCarbKB
1216.423,-7.394,(Hex)2 + (Man)3(GlcNAc)2,high_man,1361.686,n.a.,2578.109,,UniCarbKB
1387.512,-10.769,(HexNAc)1 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,1181.652,n.a.,2569.164,,UniCarbKB
1095.397,6.926,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,2569.118,,UniCarbKB
1576.576,-0.067,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3050.297,,UniCarbKB
1170.417,3.474,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,3050.286,,UniCarbKB
1430.518,-1.021,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1181.652,n.a.,2612.17,,UniCarbKB
1225.46,-2.805,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1386.714,n.a.,2612.174,,UniCarbKB
1460.529,11.281,(Hex)1 (HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1377.681,n.a.,2838.21,,UniCarbKB
1736.65,-3.87,(HexNAc)2 (Deoxyhexose)3 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2838.253,,UniCarbKB
1535.55,-9.078,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1181.652,n.a.,2717.202,,UniCarbKB
1227.439,11.732,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2575.091,,UniCarbKB
1170.417,4.407,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2272.02,,UniCarbKB
1170.417,3.086,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1101.603,n.a.,2272.02,,UniCarbKB
1499.502,14.729,(Hex)8 (HexNAc)1,-,1473.721,n.a.,2973.223,,UniCarbKB
1378.476,-8.463,(Hex)3 + (Man)3(GlcNAc)2,high_man,1181.652,n.a.,2560.128,,UniCarbKB
203.079,5.146,(HexNAc)1,-,1091.455,n.a.,1294.534,,UniCarbKB
1389.492,12.499,(Hex)1 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2737.144,,UniCarbKB
1186.412,-13.082,(Hex)4 (HexNAc)2 (Pent)1,-,1392.7,n.a.,2579.112,,UniCarbKB
1430.518,12.314,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2778.17,,UniCarbKB
1551.545,11.455,(Hex)2 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2899.197,,UniCarbKB
1170.417,-5.994,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1386.714,n.a.,2557.131,,UniCarbKB
1227.439,11.732,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2575.091,,UniCarbKB
1184.433,-0.829,(Hex)3 (HexNAc)2 (Deoxyhexose)2,-,1473.721,n.a.,2658.154,,UniCarbKB
1430.518,11.072,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1392.7,n.a.,2823.218,,UniCarbKB
1535.55,9.864,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2637.153,,UniCarbKB
1337.449,8.945,(Hex)7 (HexNAc)1,-,1260.62,n.a.,2598.069,,UniCarbKB
1227.439,13.285,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2575.091,,UniCarbKB
1227.439,12.509,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2575.091,,UniCarbKB
1170.417,-8.34,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1386.714,n.a.,2557.131,,UniCarbKB
1298.476,12.551,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2646.128,,UniCarbKB
1337.449,8.175,(Hex)7 (HexNAc)1,-,1260.62,n.a.,2598.069,,UniCarbKB
1170.417,13.586,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1347.652,n.a.,2518.069,,UniCarbKB
1257.449,13.597,(Hex)1 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1260.62,n.a.,2518.069,,UniCarbKB
1444.534,12.969,(HexNAc)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2792.186,,UniCarbKB
1430.518,6.423,(HexNAc)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2792.204,,UniCarbKB
1373.497,5.823,(HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1377.681,n.a.,2751.178,,UniCarbKB
1403.507,12.798,(Hex)1 (HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2751.159,,UniCarbKB
1389.492,5.792,(Hex)1 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2751.178,,UniCarbKB
1768.64,13.867,(Hex)2 (HexNAc)2 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1091.455,n.a.,2860.095,,UniCarbKB
1241.455,13.213,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2589.107,,UniCarbKB
1227.439,6.154,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2589.125,,UniCarbKB
1535.55,5.842,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1377.681,n.a.,2913.231,,UniCarbKB
1565.56,12.43,(Hex)2 (HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2913.212,,UniCarbKB
1551.545,5.813,(Hex)2 (HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2913.231,,UniCarbKB
1225.46,9.75,(Hex)2 (HexNAc)3 (Deoxyhexose)2,-,1260.62,n.a.,2486.08,,UniCarbKB
1038.375,-7.492,(Hex)3 (HexNAc)2 (Deoxyhexose)1,-,1352.662,n.a.,2391.037,,UniCarbKB
1298.476,13.306,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2646.128,,UniCarbKB
1241.455,12.055,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2589.107,,UniCarbKB
1227.439,4.995,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2589.125,,UniCarbKB
1519.555,7.255,(HexNAc)1 (Deoxyhexose)2 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1377.681,n.a.,2897.236,,UniCarbKB
1549.565,13.879,(Hex)1 (HexNAc)1 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2897.217,,UniCarbKB
1535.55,7.225,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2897.236,,UniCarbKB
1373.497,3.141,(HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,2760.211,,UniCarbKB
1079.402,12.447,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,1347.652,n.a.,2427.054,,UniCarbKB
1079.402,0.822,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,1377.681,n.a.,2457.083,,UniCarbKB
1095.397,0.787,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2457.083,,UniCarbKB
1227.439,12.897,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2575.091,,UniCarbKB
1227.439,7.524,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,2614.153,,UniCarbKB
1298.476,9.527,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2646.128,,UniCarbKB
1170.417,5.346,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1386.714,n.a.,2557.131,,UniCarbKB
1079.402,12.035,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,1347.652,n.a.,2427.054,,UniCarbKB
1095.397,11.547,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2443.049,,UniCarbKB
1241.455,13.986,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2589.107,,UniCarbKB
1227.439,6.927,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2589.125,,UniCarbKB
1298.476,12.551,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2646.128,,UniCarbKB
1227.439,5.612,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,2614.153,,UniCarbKB
1241.455,11.668,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2589.107,,UniCarbKB
1227.439,4.609,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2589.125,,UniCarbKB
1079.402,12.447,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,1347.652,n.a.,2427.054,,UniCarbKB
1227.439,12.12,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2575.091,,UniCarbKB
1499.502,9.422,(Hex)8 (HexNAc)1,-,1745.774,n.a.,3245.276,,UniCarbKB
1170.417,-1.459,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1392.7,n.a.,2563.117,,UniCarbKB
1298.476,11.039,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2646.128,,UniCarbKB
1337.449,11.214,(Hex)7 (HexNAc)1,-,1745.774,n.a.,3083.223,,UniCarbKB
1095.397,11.957,(HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2443.049,,UniCarbKB
1419.502,-6.408,(Hex)2 (HexNAc)1 + (Man)3(GlcNAc)2,hybrid/complex,1181.652,n.a.,2601.154,,UniCarbKB
1499.502,12.307,(Hex)8 (HexNAc)1,-,1101.603,n.a.,2601.105,,UniCarbKB
1241.455,11.668,(HexNAc)1 (Deoxyhexose)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2589.107,,UniCarbKB
1227.439,4.609,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1361.686,n.a.,2589.125,,UniCarbKB
1549.565,12.829,(Hex)1 (HexNAc)1 (Deoxyhexose)2 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,2936.279,,UniCarbKB
1337.449,11.539,(Hex)7 (HexNAc)1,-,1745.774,n.a.,3083.223,,UniCarbKB
1227.439,7.907,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1386.714,n.a.,2614.153,,UniCarbKB
1298.476,5.986,(HexNAc)2 + (Man)3(GlcNAc)2,hybrid/complex,1377.681,n.a.,2676.157,,UniCarbKB
1535.55,4.555,(Hex)1 (HexNAc)1 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1101.603,n.a.,2637.153,,UniCarbKB
1079.402,13.271,(Hex)2 (HexNAc)3 (Deoxyhexose)1,-,1347.652,n.a.,2427.054,,UniCarbKB
1227.439,12.509,(HexNAc)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1347.652,n.a.,2575.091,,UniCarbKB
1868.692,-11.365,(HexNAc)2 (Deoxyhexose)3 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1181.652,n.a.,3050.344,,UniCarbKB
1576.576,3.866,(HexNAc)2 (Deoxyhexose)1 (Pent)1 + (Man)3(GlcNAc)2,hybrid/complex,1473.721,n.a.,3050.297,,UniCarbKB
1170.417,7.408,(Hex)3 (HexNAc)2 (Deoxyhexose)1 (Pent)1,-,1879.869,n.a.,3050.286,,UniCarbKB
1499.502,10.038,(Hex)8 (HexNAc)1,-,1745.774,n.a.,3245.276,,UniCarbKB
